timestamp,xpos,ypos
0.04,158.78690731037892,190.91989896177088
0.12000000000000001,158.93370679856096,190.8462258609125
0.2,158.92718065191318,191.278912722636
0.28,163.082822030923,192.134309024896
0.36000000000000004,163.40524743007944,192.51480744209033
0.44,163.61982648139997,193.0411178064266
0.52,163.88960012512078,192.90818953837598
0.68,164.03545917581363,192.84322972561824
0.76,163.95181166731368,192.88684382229684
0.8400000000000001,163.9902681807781,192.9836543555077
0.92,164.33013272425788,192.90400262745328
1.0,164.23396498739442,193.37672671084746
1.08,164.19181099168281,193.51527071679098
1.1600000000000001,164.02517827614454,193.42028849273538
1.24,164.04787134094872,193.26862690794835
1.32,163.89564816604107,193.26261856129727
1.4000000000000001,163.8086392864283,193.98191016283278
1.48,163.94965346345506,193.49986731776858
1.56,163.76123316752182,193.43166325146385
1.6400000000000001,163.8742808956377,193.16194832760496
1.72,163.94643462287112,192.6311405012115
1.8,163.9856101867312,192.62729061398977
1.8800000000000003,163.70659382701328,192.9465653576876
1.9600000000000002,163.8629310275689,192.04645701174135
2.04,165.84391838468707,192.84287423868273
2.12,166.02964483079893,193.51588297055068
2.2,165.93579939018258,193.6147589750585
2.2800000000000002,165.94979930212057,193.62826535104156
2.3600000000000003,165.89973609944454,193.53113032572742
2.44,165.85081383621343,193.5311300571839
2.52,165.85347912317383,193.40102485663022
2.6,165.99034050738302,193.5752504537855
2.68,165.8615327041581,193.68009260662555
2.7600000000000007,165.78705541817135,193.97761972547426
2.8400000000000003,165.85090704451858,193.75859401416457
2.92,165.88045375999968,193.83895675970314
3.0,165.99257069286182,193.67153933680555
3.08,165.99109658306955,193.4210752013842
3.16,166.1151286345818,193.41220966077444
3.24,166.06229310386607,193.63894544365417
3.3200000000000003,165.88812641056197,193.48236441964508
3.4000000000000004,166.09480353575958,193.1748783047603
3.48,166.27528725227833,193.27911288985212
3.56,166.35598010004378,193.1283962953954
3.64,166.5339789214104,193.2095242510034
3.72,166.54098205498363,193.26292406554606
3.8000000000000003,166.48148144200235,193.264817665817
3.8800000000000003,166.4066962155173,193.45465302220103
3.9600000000000004,166.45152543136126,193.67251544603215
4.04,166.15080760175454,193.9465836654882
4.12,166.22452458092852,194.05250667425338
4.2,166.32207802612922,193.74692556943515
4.28,166.4474291684802,193.47841393592012
4.36,166.3122152011239,193.57306733226258
4.44,166.4240299088881,193.27832950933393
4.520000000000001,165.81491137960612,193.49223018284383
4.6000000000000005,162.57143759466524,193.95638593333436
4.680000000000001,162.6450418987035,194.37713091153316
4.76,162.75252125513236,194.38891229172907
4.84,162.897616572489,194.5629724149734
4.92,162.7173896071079,194.75560158215097
5.0,162.82004365768736,194.92413860168895
5.08,162.74912897697928,195.39313424183547
5.16,162.86962510868287,194.90826771327238
5.24,162.8635889331958,194.9802275951369
5.32,163.25934602202844,194.77216789449318
5.4,163.0087473725854,194.72584204495996
5.48,163.26594593923699,194.7199324626749
5.5600000000000005,163.56375902464654,194.47083056778183
5.640000000000001,163.36748520571552,194.30259533743865
5.720000000000001,163.35362088980634,193.89631386258213
5.800000000000001,164.4990336480724,193.3683003947712
5.88,164.50134652925826,193.28450510725384
5.96,164.36247414571338,193.60639997137721
6.04,164.3228570361715,193.30323962024966
6.12,163.64658205928,192.9726897554096
6.2,163.10936092751496,193.07507358121578
6.28,164.9902173137383,193.22896097867203
6.36,165.726422179513,193.49446422616342
6.44,165.80109000607277,194.7039571913913
6.520000000000001,165.81592447535826,195.86973592213167
6.6000000000000005,165.9330433467417,195.32346824544103
6.680000000000001,162.6992621367005,194.4839399276051
6.760000000000001,162.97603759095853,193.34385204555133
6.840000000000001,163.05515736538496,193.20232707998613
6.92,163.1531286615421,193.45089749234154
7.0,163.26608599717864,193.56276893995891
7.08,163.26803673651705,193.23278917124387
7.16,162.93478809941075,193.0409673763085
7.24,167.04890097338176,194.77217401659757
7.32,170.09202846431728,196.7179102322465
7.4,170.23625573144602,196.63269492223682
7.48,170.38351023742894,196.75585872083533
7.5600000000000005,170.27975883484245,196.74811047493586
7.640000000000001,170.35991560374498,196.35863455452002
7.720000000000001,170.3109890390659,196.27086831133963
7.800000000000001,170.2977253589333,196.3383511120396
7.880000000000001,167.61026145495802,195.82297689553266
7.96,167.61137015726442,195.73205329645808
8.040000000000001,167.48116301459828,195.78280424116772
8.120000000000001,167.51456425622143,195.837392499754
8.200000000000001,167.41961273447055,196.12588431574
8.280000000000001,167.45573679690895,196.4560473826707
8.360000000000001,167.5304894742776,196.62730258712176
8.440000000000001,167.41659154390703,196.869292210289
8.52,165.98338431166786,196.31670712535546
8.6,164.78099572692415,195.81021572922845
8.68,164.8162473676794,195.9905650985226
8.76,164.88175379295282,195.87522851967654
8.84,164.8337958815232,196.25527117511928
